title,artist,link
Standing Male Nude (1958),Lesley Crawford,https://collections.ed.ac.uk/art/record/21109?highlight=*:*
3 peakcocks all sitting in similar position on tree branch (1962-1963),Lesley M. Johns,https://collections.ed.ac.uk/art/record/99331?highlight=*:*
Zoo 9th May (1962-1963),Lesley M. Johns,https://collections.ed.ac.uk/art/record/99330?highlight=*:*
Self Portrait,Lesley M. Johns,https://collections.ed.ac.uk/art/record/22731?highlight=*:*
Seated Female Nude (1954),Leslie Drummond,https://collections.ed.ac.uk/art/record/21259?highlight=*:*
Portrait of a Man (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/21263?highlight=*:*
Portrait of a Woman with Teacup (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/21264?highlight=*:*
Unknown (1963),Leslie Johns,https://collections.ed.ac.uk/art/record/50435?highlight=*:*
Unknown (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/50479?highlight=*:*
Unknown (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/50502?highlight=*:*
Untitled (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/21767?highlight=*:*
Untitled (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/21762?highlight=*:*
Untitled - Abstract Collage (1969),Leslie McConnell,https://collections.ed.ac.uk/art/record/99408?highlight=*:*
Reclining Female Nude (1969),Leslie McConnell,https://collections.ed.ac.uk/art/record/21274?highlight=*:*
Seated Female Nude (1949),Leszek Muszynski,https://collections.ed.ac.uk/art/record/21075?highlight=*:*
Portrait of a Woman (1949),Leszek Muszynski,https://collections.ed.ac.uk/art/record/21076?highlight=*:*
Portrait of Woman (1949),Leszek Muszynski,https://collections.ed.ac.uk/art/record/22515?highlight=*:*
Portrait of a Girl (1949),Leszek T. Muszynski,https://collections.ed.ac.uk/art/record/22682?highlight=*:*
Lillian Willey collar (1950),Lilian Willey,https://collections.ed.ac.uk/art/record/102707?highlight=*:*
Seated Female Nude (1953),Lilias Stirling,https://collections.ed.ac.uk/art/record/20944?highlight=*:*
Portrait of a Woman (1953),Lilias Stirling,https://collections.ed.ac.uk/art/record/22677?highlight=*:*
Untitled (1972),Lin Hunter,https://collections.ed.ac.uk/art/record/21834?highlight=*:*
Abstract Composition in Grey with Circle (1989),Linda A. Henniker,https://collections.ed.ac.uk/art/record/22709?highlight=*:*
Abstract Composition in White with Circle (1989),Linda A. Henniker,https://collections.ed.ac.uk/art/record/22514?highlight=*:*
Playground (1989),Linda Gilliard,https://collections.ed.ac.uk/art/record/22634?highlight=*:*
Unknown,Linda Hennker,https://collections.ed.ac.uk/art/record/50375?highlight=*:*
Unknown,Lindsay Marshall,https://collections.ed.ac.uk/art/record/53564?highlight=*:*
Abstract Still Life (Circa 1975),Lindsay Moran,https://collections.ed.ac.uk/art/record/20761?highlight=*:*
Untitled - Abstract Building (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99422?highlight=*:*
Untitled - Portrait of a Nude Female (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99421?highlight=*:*
Untitled - Abstract Stripes (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99423?highlight=*:*
Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99943?highlight=*:*
Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99924?highlight=*:*
Processions Banner (2018),Lindy Richardson,https://collections.ed.ac.uk/art/record/102750?highlight=*:*
Untitled (2002),Lisa Flett,https://collections.ed.ac.uk/art/record/99935?highlight=*:*
Untitled (2002),Lisa Flett,https://collections.ed.ac.uk/art/record/99926?highlight=*:*
Reclining Female Nude (14 Dec 1952),Llewella Brayne,https://collections.ed.ac.uk/art/record/20940?highlight=*:*
Patrick Nuttgens (recto) (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/22705?highlight=*:*
(verso) (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/22706?highlight=*:*
Sailsbury from Witlon Park (Unknown),Lord John Clerk Eldin,https://collections.ed.ac.uk/art/record/21671?highlight=*:*
Still Life (Circa 1959),Lorna McIntosh,https://collections.ed.ac.uk/art/record/22607?highlight=*:*
Untitled (Unknown),Louisa Burnett Hall,https://collections.ed.ac.uk/art/record/21958?highlight=*:*
Archway,Louise Allardyce,https://collections.ed.ac.uk/art/record/21524?highlight=*:*
Seated Female Nude,Lucy Bowman,https://collections.ed.ac.uk/art/record/21443?highlight=*:*
Portrait of a Woman,Lucy Bowman,https://collections.ed.ac.uk/art/record/21512?highlight=*:*
Pier,Lynda Gilland,https://collections.ed.ac.uk/art/record/21449?highlight=*:*
Portrait of a Woman (1969),Lynn Bushell,https://collections.ed.ac.uk/art/record/21093?highlight=*:*
View of a House,Lynne Coyle,https://collections.ed.ac.uk/art/record/21493?highlight=*:*
Unknown (1960),Lys Hansen,https://collections.ed.ac.uk/art/record/53560?highlight=*:*
Standing Male Nude (1959),Lys Hansen,https://collections.ed.ac.uk/art/record/20955?highlight=*:*
Standing Male Nude (Circa 1938),M E James,https://collections.ed.ac.uk/art/record/21028?highlight=*:*
Portrait of a Man,M Ledgerwood,https://collections.ed.ac.uk/art/record/21504?highlight=*:*
Standing Male Nude (Dec 1951),M McKeown,https://collections.ed.ac.uk/art/record/21225?highlight=*:*
Unknown (1947),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50533?highlight=*:*
"Nylqhare, Whipsnade (31 Aug 1946)",Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50535?highlight=*:*
Unknown (1948),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50537?highlight=*:*
Unknown (1947),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50534?highlight=*:*
Unknown (1947),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50536?highlight=*:*
Portrait of a Woman (1951),Madelaine Philip,https://collections.ed.ac.uk/art/record/21233?highlight=*:*
Untitled (1963),Madelane Galloway,https://collections.ed.ac.uk/art/record/22005?highlight=*:*
Untitled (1963),Madelene R Galloway,https://collections.ed.ac.uk/art/record/99821?highlight=*:*
Untitled (1963),Madelene R Galloway,https://collections.ed.ac.uk/art/record/99822?highlight=*:*
Unknown,Malcolm Clark,https://collections.ed.ac.uk/art/record/50413?highlight=*:*
Untitled (2007),Malin Johanson,https://collections.ed.ac.uk/art/record/99977?highlight=*:*
Circus,Margaret A Leake,https://collections.ed.ac.uk/art/record/21012?highlight=*:*
Unknown (1946),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50493?highlight=*:*
Unknown (1947),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50494?highlight=*:*
A Picture of a Small Dog Going on a Long Journey (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21884?highlight=*:*
Unknown (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21879?highlight=*:*
Camel (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21692?highlight=*:*
Untitled (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21855?highlight=*:*
Untitled (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21628?highlight=*:*
View of Garden with Washing Lines (1987),Margaret L. Smyth,https://collections.ed.ac.uk/art/record/22559?highlight=*:*
Untitled (1967),Margaret Lothian,https://collections.ed.ac.uk/art/record/22026?highlight=*:*
Untitled - Nude Male and Reflection (1967),Margaret Lothian,https://collections.ed.ac.uk/art/record/99271?highlight=*:*
Milkweed (1952),Margaret Lowengrund,https://collections.ed.ac.uk/art/record/21676?highlight=*:*
Unknown (1949),Margaret Moodie,https://collections.ed.ac.uk/art/record/50492?highlight=*:*
Self Portrait (1949),Margaret Moodie,https://collections.ed.ac.uk/art/record/50491?highlight=*:*
Portrait of a Seated Woman (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21212?highlight=*:*
Reclining Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21260?highlight=*:*
Standing Male Nude (21 May 1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21251?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21253?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21246?highlight=*:*
Townscape with Church (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21034?highlight=*:*
Green Landscape (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21033?highlight=*:*
Church and Landscape (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21032?highlight=*:*
Morrocan Women (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21031?highlight=*:*
Female Nude Seated on a Chair (1953),Margaret Ronald,https://collections.ed.ac.uk/art/record/20950?highlight=*:*
Landscape with Farmhouse (1948),Margaret Simster,https://collections.ed.ac.uk/art/record/20799?highlight=*:*
Untitled (1986),Margot Thomson,https://collections.ed.ac.uk/art/record/21590?highlight=*:*
Untitled (1947),Maria Garbolewska,https://collections.ed.ac.uk/art/record/21769?highlight=*:*
Step 1 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21306?highlight=*:*
Step 2 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21307?highlight=*:*
Step 4 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21309?highlight=*:*
Step 3 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21308?highlight=*:*
"Still Life with White Lace, Fish and Edinburgh Castle (1967)",Marie Waugh,https://collections.ed.ac.uk/art/record/22580?highlight=*:*
Landscape (Circa 1950),Marion M Cooper,https://collections.ed.ac.uk/art/record/21389?highlight=*:*
Unknown (1950),Marion M Cooper,https://collections.ed.ac.uk/art/record/50392?highlight=*:*
Untitled (1987),Marissa Grassie,https://collections.ed.ac.uk/art/record/21941?highlight=*:*
White Matter (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47446?highlight=*:*
Aurora (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47442?highlight=*:*
Romeing (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47444?highlight=*:*
The Battle (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47445?highlight=*:*
Anti-Matter (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47441?highlight=*:*
Efficacious Force (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47443?highlight=*:*
Jag Drӧmmer (2006),Marjie Harlick,https://collections.ed.ac.uk/art/record/99869?highlight=*:*
Untitled (Unknown),Marjorie Ann,https://collections.ed.ac.uk/art/record/99907?highlight=*:*
Unknown (1946),Marjorie McLachlan,https://collections.ed.ac.uk/art/record/50489?highlight=*:*
Ruins in Rome (Feb 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20855?highlight=*:*
Two Men on a Train (12 Jun 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20856?highlight=*:*
Corner of the Garden Palazzo Barderini Rome (Feb 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20852?highlight=*:*
View of a Street and Market (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20853?highlight=*:*
From Rialto Venezia (10 Mar 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20854?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50439?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50445?highlight=*:*
Unknown (1946),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50440?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50449?highlight=*:*
"Bank of the Amstel, Amsterdam (30 Aug 1948)",Marjorie Wallace,https://collections.ed.ac.uk/art/record/50448?highlight=*:*
Unknown (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50442?highlight=*:*
"Street scene from the window, Florence, 1947 (1947)",Marjorie Wallace,https://collections.ed.ac.uk/art/record/50447?highlight=*:*
Unknown (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50446?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50444?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50443?highlight=*:*
Self Portrait (1947),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50441?highlight=*:*
Unknown (1947),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50438?highlight=*:*
Untitled,Marjorie-Ann Ancell,https://collections.ed.ac.uk/art/record/21612?highlight=*:*
Portrait of a Bearded Man (1960),Marjory Dickson,https://collections.ed.ac.uk/art/record/20992?highlight=*:*
Portrait of a Bearded Man (1960),Marjory Dickson,https://collections.ed.ac.uk/art/record/20993?highlight=*:*
Preparatory sketch for main composition (1960),Marjory Dickson,https://collections.ed.ac.uk/art/record/53529?highlight=*:*
Abstract (Unknown),Mark Harris,https://collections.ed.ac.uk/art/record/21660?highlight=*:*
Oscillation Three (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53776?highlight=*:*
135 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53775?highlight=*:*
125 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53772?highlight=*:*
138 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53773?highlight=*:*
144 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53774?highlight=*:*
The Thinker (1969),Marko Krsmanovic,https://collections.ed.ac.uk/art/record/21647?highlight=*:*
Monochrome Cityscape (Circa 1976),Martin Churchill,https://collections.ed.ac.uk/art/record/22586?highlight=*:*
Views of a Male Nude (Feb 1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21416?highlight=*:*
Portrait of a Woman (Feb 1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21414?highlight=*:*
Portrait of a Woman (1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21415?highlight=*:*
Untitled (1987),Martin McInally,https://collections.ed.ac.uk/art/record/21939?highlight=*:*
Sampler. Mary Ann Park (1819),Mary Ann Park,https://collections.ed.ac.uk/art/record/102706?highlight=*:*
Reclining Nude - Female (1953),Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/22722?highlight=*:*
Unknown,Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/53523?highlight=*:*
Unknown (1949),Mary D Thomson,https://collections.ed.ac.uk/art/record/50453?highlight=*:*
Unknown (1949),Mary D Thomson,https://collections.ed.ac.uk/art/record/50452?highlight=*:*
Seated Female Nude (1953),Mary Edmond,https://collections.ed.ac.uk/art/record/20896?highlight=*:*
Reclining Female Nude (1953),Mary Edmond,https://collections.ed.ac.uk/art/record/20895?highlight=*:*
Portrait of a Woman (1953),Mary Edward,https://collections.ed.ac.uk/art/record/21197?highlight=*:*
Portrait of a Woman (1960),Mary Shanks,https://collections.ed.ac.uk/art/record/20947?highlight=*:*
2122 Pieces (Nov 2007),Matt Carter,https://collections.ed.ac.uk/art/record/21812?highlight=*:*
Untitled (2007),Matt Carter,https://collections.ed.ac.uk/art/record/99975?highlight=*:*
Untitled (Unknown),Matt Gamber,https://collections.ed.ac.uk/art/record/99913?highlight=*:*
Unknown,Maureen Baird,https://collections.ed.ac.uk/art/record/50622?highlight=*:*
Unknown (1952),Maureen Baird,https://collections.ed.ac.uk/art/record/50623?highlight=*:*
Untitled (1966),Maureen Dawson,https://collections.ed.ac.uk/art/record/99845?highlight=*:*
Untitled (1966),Maureen Dawson,https://collections.ed.ac.uk/art/record/99844?highlight=*:*
Two Boxes on Pink (Circa 1968),Maureen Marshall,https://collections.ed.ac.uk/art/record/22563?highlight=*:*
Turquoise and Pink (Circa 1969),Maureen Marshall,https://collections.ed.ac.uk/art/record/22546?highlight=*:*
Untitled (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/22499?highlight=*:*
Untitled (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/22504?highlight=*:*
Untitled (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/22503?highlight=*:*
Unknown (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/53588?highlight=*:*
Unknown (1953),Maurice Chamberlain,https://collections.ed.ac.uk/art/record/50559?highlight=*:*
Untitled,McArthur,https://collections.ed.ac.uk/art/record/111043?highlight=*:*
Unknown (1964),McKinnell,https://collections.ed.ac.uk/art/record/50478?highlight=*:*
Unknown (1965),McLeod,https://collections.ed.ac.uk/art/record/53594?highlight=*:*
Perpetual Expansion (2006),Melinda Cross,https://collections.ed.ac.uk/art/record/99886?highlight=*:*
Untitled - Nude Woman in Red Reclining on a Red Couch (1963),Meriel A W de C Acton,https://collections.ed.ac.uk/art/record/99476?highlight=*:*
