FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
668;669;Yes;20-24;22;No;Facing Traffic;C: Possible Injury;Travel Lane;Black;Male;Havelock;Craven;No;01-01-05;2009-10-02;Motorist Failed to Yield - Sign-Controlled Intersection;12;Intersection;01-10-01;0001-01-01T07:30:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;112141;2009;C: Possible Injury;Commercial;60-69;62;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Water (Standing, Moving);Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Stop Sign;Clear;No;34.86821, -76.90009
673;674;Yes;16-19;16;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Wilmington;New Hanover;No;01-01-06;2009-10-17;Motorist Overtaking Bicyclist;22;Non-Intersection;01-10-01;0001-01-01T17:47:58-04:56;Motorist Overtaking - Undetected Bicyclist;311231;2009;B: Evident Injury;Commercial;25-29;27;No;36-40 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Positive Median Barrier;None;No Special Feature;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Clear;No;34.21676, -77.90768
676;677;Yes;40-49;49;No;With Traffic;O: No Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Guilford;No;01-01-06;2009-10-17;Loss of Control / Turning Error;12;Intersection-Related;01-10-01;0001-01-01T07:28:58-04:56;Motorist Lost Control - Oversteering, Improper Braking, Speed;221132;2009;B: Evident Injury;Residential;30-39;31;No;66-70 mph;B: Evident Injury;Black;Male;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;3;Curve - Hillcrest;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Cloudy;No;36.059753, -79.71282
683;684;Yes;20-24;23;Yes;With Traffic;C: Possible Injury;Travel Lane;Native American;Male;None - Rural Crash;Robeson;Yes;01-01-05;2009-11-13;Bicyclist Left Turn / Merge;22;Non-Intersection;01-11-01;0001-01-01T17:10:58-04:56;Bicyclist Left Turn - Same Direction;311221;2009;B: Evident Injury;Farms, Woods, Pastures;25-29;28;No;51-55 mph;O: No Injury;Native American;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;3;Straight - Level;State Secondary Route;Wet;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Cloudy;No;34.701134, -79.25206
692;693;Yes;15-Nov;11;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;None - Rural Crash;Carteret;No;01-01-07;2009-11-29;Motorist Overtaking Bicyclist;12;Non-Intersection;01-11-01;0001-01-01T07:21:58-04:56;Motorist Overtaking - Other /;311239;2009;B: Evident Injury;Residential;70+;;No;21-25 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No;34.733032, -77.0857
693;694;Yes;25-29;25;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Raleigh;Wake;No;01-01-05;2009-10-16;Motorist Right Turn / Merge;11;Intersection;01-10-01;0001-01-01T07:01:58-04:56;Motorist Right Turn on Red - Opposite Direction;111218;2009;B: Evident Injury;Commercial;30-39;34;No;16-20 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.78495, -78.6869
696;697;Yes;40-49;46;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Chatham;Yes;01-01-06;2009-11-28;Motorist Overtaking Bicyclist;20;Non-Intersection;01-11-01;0001-01-01T15:35:58-04:56;Motorist Overtaking - Other /;311239;2009;B: Evident Injury;Farms, Woods, Pastures;40-49;45;No;51-55 mph;O: No Injury;Black;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;No Control Present;Clear;No;35.721912, -79.19584
699;700;Yes;0-5;3;No;Not Applicable;C: Possible Injury;Non-Roadway;Black;Female;Eden;Rockingham;No;01-01-02;2009-09-15;Non-Roadway;18;Non-Roadway;01-09-01;0001-01-01T13:10:58-04:56;Non-Roadway;460910;2009;C: Possible Injury;Residential;;;No;16-20 mph;Injury;/Missing;;Passenger Car;No;Yes;Daylight;Urban (>70% Developed);;2;Straight - Level;Public Vehicular Area;Dry;;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;36.512318, -79.70177
700;701;Yes;50-59;52;Yes;Not Applicable;C: Possible Injury;Non-Roadway;Black;Male;Goldsboro;Wayne;Yes;01-01-02;2009-11-17;Bicyclist Failed to Yield - Midblock;12;Non-Intersection;01-11-01;0001-01-01T07:13:58-04:56;Bicyclist Ride Out - Commercial Driveway / Alley;363312;2009;C: Possible Injury;Commercial;70+;;No;6-10 mph;C: Possible Injury;Black;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.383133, -77.987724
718;719;No;40-49;42;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Raleigh;Wake;No;01-01-03;2009-11-18;Bicyclist Left Turn / Merge;11;Intersection-Related;01-11-01;0001-01-01T07:02:58-04:56;Bicyclist Left Turn - Same Direction;211221;2009;B: Evident Injury;Residential;60-69;62;No;0-5 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Cloudy;No;35.803177, -78.60823
720;721;No;20-24;23;No;With Traffic;O: No Injury;Travel Lane;White;Female;Boone;Watauga;No;01-01-02;2009-11-24;Motorist Right Turn / Merge;13;Non-Intersection;01-11-01;0001-01-01T08:17:58-04:56;Motorist Right Turn - Same Direction;311213;2009;O: No Injury;Commercial;20-24;21;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Urban;20 - 25  MPH;No Control Present;Clear;No;36.216488, -81.67602
721;722;No;25-29;27;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Durham;Durham;No;;2009-12-07;Motorist Right Turn / Merge;16;Non-Intersection;01-12-01;0001-01-01T11:20:58-04:56;Motorist Right Turn - Same Direction;311213;2009;C: Possible Injury;Institutional;60-69;61;No;6-10 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);1 lane;2;Straight - Level;Public Vehicular Area;Dry;One-Way, Not Divided;None;Traffic Circle/Roundabout;Coarse Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.99787, -78.93919
727;728;Yes;70+;;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Chatham;No;01-01-04;2009-12-24;Motorist Overtaking Bicyclist;11;Non-Intersection;01-12-01;0001-01-01T06:28:58-04:56;Motorist Overtaking - Misjudged Space;311232;2009;B: Evident Injury;Farms, Woods, Pastures;20-24;20;No;51-55 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;No Control Present;Clear;No;35.7864, -79.009766
729;730;No;40-49;43;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Wake;No;01-01-03;2009-12-23;Motorist Overtaking Bicyclist;15;Non-Intersection;01-12-01;0001-01-01T10:40:58-04:56;Motorist Overtaking - Misjudged Space;311232;2009;C: Possible Injury;Farms, Woods, Pastures;;;No;51-55 mph;Injury;/Missing;;Passenger Car;No;Yes;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Grade;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;36.046, -78.69808
731;732;No;20-24;20;No;;O: No Injury;Travel Lane;Black;Male;Washington;Beaufort;No;;2009-12-07;Motorist Failed to Yield - Midblock;19;Non-Intersection;01-12-01;0001-01-01T14:28:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;319322;2009;O: No Injury;Commercial;40-49;41;No;0-5 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Clear;No;35.5461, -77.03035
735;736;Yes;50-59;52;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Greene;No;01-01-07;2009-11-29;Motorist Overtaking Bicyclist;16;Non-Intersection;01-11-01;0001-01-01T11:47:58-04:56;Motorist Overtaking - Undetected Bicyclist;311231;2009;B: Evident Injury;Farms, Woods, Pastures;20-24;23;No;51-55 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;35.587524, -77.69166
737;738;No;15-Nov;12;No;Not Applicable;O: No Injury;;White;Male;Fayetteville;Cumberland;No;01-01-05;2009-12-04;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01-12-01;0001-01-01T12:20:58-04:56;Bicyclist Ride Out - Midblock -;393319;2009;O: No Injury;Commercial;25-29;28;No;16-20 mph;O: No Injury;Black;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.130924, -78.89928
741;742;No;16-19;18;No;With Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Wilmington;New Hanover;No;01-01-02;2009-12-01;Motorist Failed to Yield - Midblock;15;Non-Intersection;01-12-01;0001-01-01T10:26:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;331322;2009;B: Evident Injury;Commercial;;;Missing;;Injury;/Missing;;;No;Yes;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Urban;;No Control Present;Clear;No;34.2445, -77.88036
743;744;Yes;40-49;41;Yes;Facing Traffic;C: Possible Injury;Travel Lane;Black;Male;Lumberton;Robeson;Yes;01-01-04;2009-12-03;Head-On;19;Non-Intersection;01-12-01;0001-01-01T14:42:58-04:56;Head-On - Bicyclist;312250;2009;C: Possible Injury;Commercial;;;Missing;;Injury;/Missing;;;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;;No Control Present;Clear;No;34.628933, -78.98819
745;746;Yes;60-69;62;No;With Traffic;B: Evident Injury;Travel Lane;Native American;Male;None - Rural Crash;Robeson;No;01-01-02;2009-12-08;Motorist Overtaking Bicyclist;17;Non-Intersection;01-12-01;0001-01-01T12:42:58-04:56;Motorist Overtaking - Other /;311239;2009;B: Evident Injury;Farms, Woods, Pastures;70+;;No;51-55 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;NC Route;Wet;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Rain;No;34.662434, -79.02927
747;748;No;25-29;29;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Carrboro;Orange;No;01-01-02;2009-12-08;Motorist Failed to Yield - Midblock;17;Non-Intersection;01-12-01;0001-01-01T12:48:58-04:56;Motorist Drive Out - Residential Driveway;311321;2009;B: Evident Injury;Residential;40-49;43;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.923958, -79.09035
754;755;Yes;20-24;22;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Greensboro;Guilford;No;;2009-12-21;Loss of Control / Turning Error;13;Intersection;01-12-01;0001-01-01T08:57:58-04:56;Bicyclist Lost Control - Mechanical Problems;111121;2009;C: Possible Injury;Commercial;20-24;23;No;16-20 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.07505, -79.814964
757;758;Yes;30-39;33;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Winston-Salem;Forsyth;No;01-01-05;2009-12-11;Motorist Overtaking Bicyclist;16;Non-Intersection;01-12-01;0001-01-01T11:40:58-04:56;Motorist Overtaking - Other /;311239;2009;C: Possible Injury;Commercial;20-24;22;No;11-15 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Bottom;State Secondary Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;36.09236, -80.26885
763;764;No;25-29;28;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Charlotte;Mecklenburg;No;01-01-07;2009-12-27;Motorist Left Turn / Merge;14;Non-Intersection;01-12-01;0001-01-01T09:51:58-04:56;Motorist Left Turn - Opposite Direction;311212;2009;B: Evident Injury;Residential;30-39;31;No;16-20 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.15758, -80.82736
764;765;Yes;16-19;16;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;Raleigh;Wake;No;01-01-04;2009-12-24;Bicyclist Left Turn / Merge;19;Intersection;01-12-01;0001-01-01T14:33:58-04:56;Bicyclist Left Turn - Same Direction;121221;2009;B: Evident Injury;Residential;;;No;31-35 mph;Injury;/Missing;;Passenger Car;No;Yes;Dark -  Lighting;Urban (>70% Developed);2 lanes;2;Curve - Bottom;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.82737, -78.591385
774;775;Yes;15-Nov;15;No;With Traffic;O: No Injury;Travel Lane;White;Male;Wilson;Wilson;No;01-01-06;2009-06-27;Crossing Paths - Other Circumstances;17;Intersection-Related;01-06-01;0001-01-01T12:45:58-04:56;Crossing Paths - Intersection - Other /;211180;2009;O: No Injury;Residential;20-24;20;No;46-50 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;Stop Sign;Clear;No;35.7769, -77.91906
780;781;No;16-19;18;No;With Traffic;O: No Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;;2009-10-26;Crossing Paths - Other Circumstances;10;Intersection;01-10-01;0001-01-01T05:39:58-04:56;Signalized Intersection - Other /;111158;2009;O: No Injury;Commercial;60-69;60;No;11-15 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop And Go Signal;Cloudy;No;35.22366, -80.83911
782;783;No;50-59;59;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01-01-07;2009-11-15;Motorist Right Turn / Merge;16;Non-Intersection;01-11-01;0001-01-01T11:14:58-04:56;Motorist Right Turn - Same Direction;311213;2009;B: Evident Injury;Residential;50-59;51;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.22997, -80.78191
89;90;Yes;40-49;49;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Bertie;No;01-01-03;2010-03-24;Motorist Overtaking Bicyclist;20;Non-Intersection;01-03-01;0001-01-01T15:07:58-04:56;Motorist Overtaking - Misjudged Space;0;2010;B: Evident Injury;Farms, Woods, Pastures;60-69;66;No;46-50 mph;O: No Injury;Black;Male;Pickup;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;35.991413, -76.76967
90;91;Yes;16-19;16;No;With Traffic;K: Killed;Travel Lane;White;Male;Lenoir;Caldwell;No;01-01-02;2010-03-23;Bicyclist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01-03-01;0001-01-01T13:28:58-04:56;Bicyclist Ride Through - Sign-Controlled Intersection;0;2010;K: Killed;Residential;30-39;36;No;21-25 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Mountains;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.92288, -81.552086
103;104;No;16-19;17;No;With Traffic;O: No Injury;Travel Lane;White;Male;None - Rural Crash;New Hanover;No;01-01-05;2010-04-02;Bicyclist Left Turn / Merge;10;Non-Intersection;01-04-01;0001-01-01T05:51:58-04:56;Bicyclist Left Turn - Same Direction;0;2010;O: No Injury;Commercial;0-19;19;No;31-35 mph;O: No Injury;White;Female;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;40 - 45  MPH;No Control Present;Clear;No;34.295372, -77.921326
106;107;No;30-39;38;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Wilmington;New Hanover;No;01-01-02;2010-03-16;Motorist Right Turn / Merge;19;Intersection;01-03-01;0001-01-01T15:01:58-04:56;Motorist Right Turn - Same Direction;0;2010;C: Possible Injury;Commercial;40-49;41;No;6-10 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Lighted Roadway;Urban (>70% Developed);;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;34.23916, -77.943855
107;108;Yes;25-29;25;Yes;Not Applicable;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Hispanic;Male;Charlotte;Mecklenburg;Yes;01-01-02;2010-03-23;Motorist Failed to Yield - Midblock;18;Non-Intersection;01-03-01;0001-01-01T14:00:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;0;2010;C: Possible Injury;Residential;20-24;21;No;0-5 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Level;Private Road, Driveway;Dry;Two-Way, Divided, Positive Median Barrier;None;Driveway, Private;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.229122, -80.77459
108;109;Yes;30-39;35;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Charlotte;Mecklenburg;No;01-01-03;2010-03-24;Motorist Left Turn / Merge;17;Intersection;01-03-01;0001-01-01T12:37:58-04:56;Motorist Left Turn - Opposite Direction;0;2010;B: Evident Injury;Commercial;0-19;19;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.186993, -80.83309
110;111;No;50-59;52;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Greensboro;Guilford;No;01-01-04;2010-03-18;Motorist Left Turn / Merge;20;Intersection;01-03-01;0001-01-01T15:14:58-04:56;Motorist Left Turn - Opposite Direction;0;2010;C: Possible Injury;Commercial;25-29;29;No;16-20 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Curve - Bottom;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;36.068108, -79.79002
118;119;No;70+;;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Beaufort;No;01-01-07;2010-04-11;Bicyclist Left Turn / Merge;15;Non-Intersection;01-04-01;0001-01-01T10:41:58-04:56;Bicyclist Left Turn - Same Direction;0;2010;B: Evident Injury;Residential;60-69;60;No;51-55 mph;O: No Injury;Black;Male;Van;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;35.522594, -76.83873
