name,country_parent,total,dems,repubs,year
Diageo North America (Diageo PLC),UK/Diageo PLC,"$97,527","$40,174","$57,353",2016
Direct Energy Inc,UK/Centrica Plc,"$3,000","$1,000","$2,000",2016
Eaton Corp (Eaton Corp),Ireland/Eaton Plc,"$69,950","$10,500","$59,450",2016
EDF Renewable Energy,France/EDF Group,"$26,750","$15,750","$11,000",2016
EDP Renewables NA,Portugal/EDP - Energias de Portugal,"$10,500","$5,000","$4,500",2016
Eisai Inc,Japan/Eisai Co Ltd,"$56,000","$29,500","$26,500",2016
Elbit Systems of America,Israel/Elbit Systems Ltd,"$59,250","$7,000","$52,250",2016
Elekta Inc (Elekta AB),Sweden/Elekta AB,"$49,500","$11,500","$38,000",2016
Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,"$32,700","$4,000","$28,700",2016
EMD Serono Inc,Germany/Merck KGaA,"$94,000","$49,000","$45,000",2016
Empower Retirement (Power Financial Corp),Canada/Power Financial Corp,"$20,200","$4,000","$16,200",2016
EnCana Oil & Gas USA,Canada/EnCana Corp,"$4,000","$1,500","$2,500",2016
Endo Pharmaceuticals,Ireland/Endo International,"$106,500","$24,000","$82,500",2016
ENGIE North America,France/ENGIE,"$89,000","$27,500","$59,000",2016
Ericsson Inc,Sweden/Telefonaktiebolaget LM Ericsson,"$12,500","$3,000","$9,500",2016
Essent US Holdings,UK/Essent Group,$0,$0,$0,2016
Essroc Corp,Italy/Italcementi Group,$500,$500,$0,2016
Experian,UK/Experian,"$573,500","$187,000","$386,500",2016
Farmers Group (Zurich Insurance Group),Switzerland/Zurich Financial Services AG,"$400,222","$106,122","$294,100",2016
Fincantieri Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$24,500","$5,500","$19,000",2016
First Hawaiian Bank (BNP Paribas),France/BNP Paribas,"$13,600","$13,600",$0,2016
Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$178,500","$83,000","$95,500",2016
G4S Secure Solutions,UK/G4S plc,"$17,700","$7,700","$10,000",2016
Gavilon (Marubeni Corp),Japan/Marubeni Corp,"$28,000","$3,500","$24,500",2016
GE Appliances,China/Haier Group,$0,$0,$0,2016
Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,"$383,500","$171,000","$212,500",2016
General Cigar Co,Sweden/Scandinavian Tobacco Group,"$16,000","$1,000","$15,000",2016
Gerdau Ameristeel Corp,Brazil/Gerdau Inc,"$31,500","$16,500","$15,000",2016
GKN Corp,UK/GKN PLC,"$9,500","$5,500","$4,000",2016
Glanbia Foods (Glanbia PLC),Ireland/Glanbia PLC,$850,$0,$850,2016
GlaxoSmithKline,UK/GlaxoSmithKline,"$431,000","$181,000","$250,000",2016
Glover Park Group (WPP Group),UK/WPP Group,"$128,750","$82,000","$46,750",2016
Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$44,000","$13,250","$30,750",2016
Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$8,000","$6,000","$2,000",2016
Greyhound Lines,UK/FirstGroup PLC,"$14,000","$2,500","$11,500",2016
Heineken USA,Netherlands/L'Arche Green NV,"$50,000","$27,500","$22,500",2016
Herbalife International,UK/Herbalife Ltd,"$60,100","$30,500","$29,600",2016
Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$12,500","$4,000","$8,500",2016
Holcim US (LafargeHolcim),Switzerland/LaFargeHolcim,"$74,750","$19,500","$55,250",2016
Horizon Pharma USA,Ireland/Horizon Pharma PLC,"$17,200","$6,400","$10,800",2016
HSBC North America,UK/HSBC Holdings,"$254,500","$98,000","$156,500",2016
ICAP North America,UK/TP ICAP plc plc,"$22,500","$5,000","$17,500",2016
Infineon Technologies,Germany/Infineon Technologies AG,"$1,500",$500,"$1,000",2016
Ingersoll-Rand,Ireland/Ingersoll Rand Co,"$34,500","$6,000","$28,500",2016
Intelsat Holdings (Serafina SA),Luxembourg/Serafina SA,"$73,000","$25,500","$47,500",2016
Intergraph Corp,Sweden/Hexagon AB,$0,$0,$0,2016
International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy/B&D Holding Di Marco Drago e C Sapa,"$15,000","$8,000","$7,000",2016
International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy/B&D Holding Di Marco Drago e C Sapa,"$78,450","$30,500","$47,950",2016
ITG Brands (Imperial Brands),UK/Imperial Brands,"$107,500","$16,000","$91,500",2016
Jackson National Life Insurance,UK/Prudential PLC,"$196,500","$42,500","$154,000",2016
JBS USA,Brazil/JBS SA,"$68,500","$7,000","$61,500",2016
Jeld-Wen Inc (Onex Corp),Canada/Onex Corp,"$2,600",$0,"$2,600",2016
John Hancock Life Insurance,Canada/Manulife Financial,"$97,000","$52,000","$45,000",2016
Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$343,500","$100,750","$242,750",2016
Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$21,500","$10,500","$11,000",2016
Kawasaki Heavy Industries,Japan/Kawasaki Heavy Industries,$0,$0,$0,2016
Keystone Foods,Brazil/Marfrig Global Foods,$0,$0,$0,2016
LafargeHolcim (LafargeHolcim),France/Lafarge SA,"$11,000","$2,500","$8,500",2016
Lehigh Hanson,Germany/HeidelbergCement AG,"$125,500","$12,000","$113,500",2016
Leonardo DRS,Italy/Leonardo-Finmeccanica,"$233,000","$70,500","$162,500",2016
Linde North America,Germany/Linde AG,"$54,000","$19,500","$34,500",2016
Livanova Inc,UK/Livanova plc,"$11,000","$2,000","$9,000",2016
Louis Dreyfus Co,Netherlands/Louis Dreyfus Group,"$37,400","$6,000","$31,400",2016
Lundbeck Inc,Denmark/H Lundbeck A/S,"$51,000","$17,500","$33,500",2016
LyondellBasell Industries,Netherlands/LyondellBasell Industries,"$117,500","$29,500","$88,000",2016
M-E Companies,Canada/IBI Group,$0,$0,$0,2016
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$61,500","$20,000","$41,500",2016
Magna US,Canada/Magna International,"$2,000","$2,000",$0,2016
Mallinckrodt Pharmaceuticals,UK/Mallinckrodt Plc,"$101,500","$24,000","$77,500",2016
Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$22,500","$8,000","$14,500",2016
MBDA Inc,UK/MBDA,"$9,500",$0,"$9,500",2016
Medimmune Inc (AstraZeneca PLC),UK/AstraZeneca PLC,$0,$0,$0,2016
Medtronic Inc (Medtronic Inc),Ireland/Medtronic Plc,"$366,500","$161,500","$205,000",2016
MillerCoors LLC (Molson Coors Brewing),Canada/Molson Coors Brewing,"$166,500","$59,500","$107,000",2016
Miraca Life Sciences,Japan/Miraca Holdings,"$13,500","$5,000","$8,500",2016
Mitsubishi Hitachi Power Systems,Japan/Mitsubishi Hitachi Power Systems,"$14,900",$0,"$14,900",2016
Morpho Detection (Safran SA),France/Safran SA,"$14,500","$5,500","$9,000",2016
MorphoTrust USA (Safran SA),France/Safran SA,"$30,689","$6,689","$24,000",2016
MUFG Americas,Japan/Mitsubishi UFJ Financial Group,"$9,500","$6,000","$3,500",2016
Munich American Reassurance,Germany/Munich Re Group,$0,$0,$0,2016
Mylan Inc,Netherlands/Mylan NV,"$68,000","$23,000","$45,000",2016
Nammo Talley Inc,Norway/Nammo AS,"$9,250","$4,250","$5,000",2016
National Cement Co,France/Vicat Group,"$5,400",$0,"$5,400",2016
National Grid USA (National Grid plc),UK/National Grid plc,"$75,500","$50,500","$25,000",2016
Natixis Global Asset Management,France/Groupe BPCE,"$14,500","$4,500","$10,000",2016
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$26,000","$5,000","$21,000",2016
Nestle Waters North America (Nestle SA),Switzerland/Nestle,"$22,746","$10,246","$11,500",2016
Nokia Solutions & Networks (Nokia Inc),Finland/Nokia,"$34,200","$9,500","$24,700",2016
Nomura Holding America,Japan/Nomura Holdings,"$108,500","$43,500","$65,000",2016
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$272,750","$137,500","$135,250",2016
Novo Nordisk,Denmark/Novo Nordisk A/S,"$458,351","$194,852","$262,499",2016
Novocure Inc,UK/Novocure,"$29,600",$0,"$29,600",2016
Oldcastle Materials,Ireland/CRH PLC,"$352,230","$130,280","$221,950",2016
Otsuka America (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$33,000","$18,000","$15,000",2016
Patheon Pharmaceuticals,Netherlands/Patheon NV,"$2,500",$0,"$2,500",2016
Permobil Inc (Investor AB),Sweden/Investor AB,"$13,250","$2,500","$10,750",2016
Pernod Ricard USA,France/Pernod Ricard SA,"$4,500","$2,500","$2,000",2016
Peter Pan Seafoods,Japan/Maruha Nichiro Holdings,"$1,250",$750,$500,2016
Pharmavite LLC (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$72,093","$35,000","$37,093",2016
Philips Electronics North America (Philips),Netherlands/Philips,"$64,500","$18,500","$46,000",2016
PotashCorp,Canada/Potash Corporation of Saskatchewan,"$17,500","$1,500","$16,000",2016
Prime Policy Group (WPP Group),UK/WPP Group,"$52,000","$17,000","$35,000",2016
Private Bank Inc,Canada/Canadian Imperial Bank of Commerce,"$2,000",$0,"$2,000",2016
Protective Life Corp (Dai-Ichi Life),Japan/Dai-Ichi Life,"$47,900","$6,000","$41,900",2016
Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$23,030","$7,000","$16,030",2016
RBC Bank (Royal Bank of Canada),Canada/Royal Bank of Canada,"$51,800","$27,100","$24,700",2016
RELX Inc,UK/RELX Group,"$213,117","$96,657","$116,460",2016
Renewable Energy Systems Americas,UK/Renewable Energy Systems,"$14,400","$10,400","$4,000",2016
Res-Care Inc (Onex Corp),Canada/Onex Corp,"$14,950","$3,000","$11,950",2016
Resolute FP US,Canada/Resolute Forest Products,"$69,000","$16,000","$53,000",2016
Rio Tinto America,UK/Rio Tinto Group,"$18,000","$3,500","$14,500",2016
Roho Group (Investor AB),Sweden/Investor AB,"$8,250","$5,250","$3,000",2016
Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce PLC,"$245,825","$65,000","$180,825",2016
Royal Ten Cate USA,Netherlands/Koninklijke Ten Cate,"$39,381","$7,881","$31,500",2016
Safelite Group,Belgium/D'Ieteren SA,"$4,000",$0,"$4,000",2016
Samsung Electronics America,South Korea/Samsung Group,$0,$0,$0,2016
Sanofi Genzyme (Sanofi),France/Sanofi,"$42,500","$35,500","$7,000",2016
Sanofi US (Sanofi),France/Sanofi,"$566,475","$174,000","$392,475",2016
Sanofi-Pasteur Inc (Sanofi),France/Sanofi,"$87,500","$23,000","$64,500",2016
Santander Bank (Banco Santander),Spain/Banco Santander,$0,$0,$0,2016
SAP America,Germany/SAP SE,"$125,700","$77,500","$48,200",2016
Securitas Security Services USA,Sweden/Securitas AB,"$23,500",$0,"$23,500",2016
Serco Inc,UK/Serco Group,"$60,000","$25,000","$35,000",2016
Shell Oil,Netherlands/Royal Dutch Shell,"$88,500","$15,000","$73,500",2016
Shire Regenerative Medicine (Shire Plc),UK/Shire Plc,$0,$0,$0,2016
Siemens Corp,Germany/Siemens AG,"$250,430","$69,180","$181,250",2016
Smith & Nephew,UK/Smith & Nephew Plc,"$64,000","$21,000","$43,000",2016
Smithfield Foods,China/WH Group,"$93,650","$35,650","$58,000",2016
Smiths Group Services Corp,UK/Smiths Group PLC,"$145,200","$51,000","$94,200",2016
Sodexo Inc,France/Sodexo,"$4,500","$1,500","$3,000",2016
Solvay America (Solvay SA),Belgium/Solvay SA,"$58,400","$29,000","$29,400",2016
Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$198,000","$105,000","$93,000",2016
Space Systems/Loral,"Canada/MacDonald, Dettwiler & Assoc","$3,500",$0,"$3,500",2016
Sprint Communications (SoftBank Corp),Japan/Softbank Corp,"$250,000","$107,000","$142,000",2016
SSAB Americas,Sweden/SSAB AB,"$25,500","$7,000","$18,500",2016
Standard Insurance Co,Japan/Meiji Yasuda Life Insurance,"$9,000","$4,000","$5,000",2016
Steris Corp,UK/Steris PLC,"$59,150","$17,250","$41,900",2016
SUEZ Water,France/SUEZ Environnement,"$28,600","$11,000","$17,600",2016
Sunovion Pharmaceuticals,Japan/Sumitomo Chemical,"$64,000","$27,500","$36,500",2016
Sunpower Corp,France/Total SA,"$19,400","$13,700","$5,700",2016
Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$39,000","$5,500","$33,500",2016
Swiss Re America,Switzerland/Swiss Reinsurance,"$71,500","$32,000","$39,500",2016
Syngenta Corp,Switzerland/Syngenta AG,"$287,200","$87,000","$200,200",2016
T-Mobile USA,Germany/Deutsche Telekom AG,"$432,250","$206,250","$223,000",2016
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$86,500","$57,500","$29,000",2016
Tate & Lyle Americas (Tate & Lyle),UK/Tate & Lyle,"$23,000","$4,500","$18,500",2016
TD Bank USA,Canada/Toronto-Dominion Bank,"$109,250","$47,500","$61,750",2016
TE Connectivity,Switzerland/TE Connectivity,"$120,700","$37,000","$83,700",2016
TECO Energy,Canada/Emera Inc,"$45,500","$4,500","$41,000",2016
Terumo BCT,Japan/Terumo Corp,$0,$0,$0,2016
Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$179,500","$82,500","$97,000",2016
Toyota Motor North America,Japan/Toyota Motor Corp,"$598,500","$277,000","$321,500",2016
TracFone Wireless,Mexico/America Movil,"$17,000","$8,000","$9,000",2016
TransAmerica,Netherlands/Aegon NV,"$360,500","$154,000","$206,500",2016
Transcanada USA Services (Transcanada Corp),Canada/TransCanada Corp,"$7,000","$2,000","$5,000",2016
Travelport Inc,UK/Travelport Ltd,"$1,000",$0,"$1,000",2016
Tronox Limited Alkali,Australia/Tronox Inc,"$16,000","$10,000","$6,000",2016
UBS Americas,Switzerland/UBS AG,"$1,445,490","$676,240","$769,250",2016
UCB Inc (UCB SA),Belgium/UCB SA,"$9,000","$3,000","$6,000",2016
Ultra Electronics USA,UK/Ultra Electronics,"$24,500",$0,"$24,500",2016
United Illuminating (Iberdrola SA),Spain/Iberdrola SA,"$4,000",$500,"$3,500",2016
Universal Music Group (Vivendi),France/Vivendi,"$98,500","$45,500","$53,000",2016
VT Halter Marine,Singapore/ST Engineering,"$4,500",$0,"$4,500",2016
Weatherford US,UK/Weatherford International,$0,$0,$0,2016
Westfield Corp,Australia/Westfield Group of Australia,"$15,035","$10,035","$5,000",2016
Westinghouse Electric,Japan/Toshiba Corp,"$117,700","$26,000","$91,700",2016
Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,"$42,750","$11,000","$31,750",2016
Willis North America,UK/Willis Towers Watson,"$6,500",$0,"$6,500",2016
WSP Parsons Brinckerhoff,Canada/WSP Global,"$141,950","$78,950","$63,000",2016
XL America,Ireland/XL Group PLC,$0,$0,$0,2016
ZF TRW Automotive (ZF Friedrichshafen AG),Germany/ZF Friedrichshafen AG,"$53,000","$17,000","$36,000",2016
Zurich Insurance (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$138,500","$54,500","$84,000",2016
7-Eleven,Japan/Seven & I Holdings,"$5,500","$1,000","$4,500",2018
ABB Group (ABB Group),Switzerland/Asea Brown Boveri,"$10,500","$4,000","$6,500",2018
Accenture (Accenture),Ireland/Accenture plc,"$177,000","$80,500","$96,500",2018
Advance America Cash Advance Centers (Grupo Salinas),Mexico/Grupo Salinas,"$89,000","$9,000","$80,000",2018
Air Liquide America,France/L'Air Liquide SA,"$49,512","$7,000","$42,512",2018
Airbus Group,Netherlands/Airbus Group,"$191,500","$65,500","$126,000",2018
Alkermes Inc,Ireland/Alkermes Plc,"$165,000","$65,500","$99,500",2018
Allergan Inc (Allergan PLC),Ireland/Allergan PLC,"$157,500","$26,000","$131,500",2018
Allianz of America (Allianz),Germany/Allianz AG Holding,"$89,750","$29,950","$59,800",2018
AMG Vanadium,Netherlands/AMG Advanced Metallurgical Group,"$2,000",$0,"$2,000",2018
Anheuser-Busch (Anheuser-Busch InBev),Belgium/Anheuser-Busch InBev,"$495,000","$241,000","$254,000",2018
AON Corp (AON plc),UK/AON PLC,"$112,200","$39,500","$72,700",2018
APL Ltd (CMA CGM),France/CMA CGM SA,"$7,500","$2,000","$5,500",2018
APL Maritime (CMA CGM),France/CMA CGM SA,"$12,500","$6,000","$5,500",2018
Aptiv PLC,Ireland/Aptiv PLC,"$5,000","$2,000","$3,000",2018
Arcadis US (Arcadis NV),Netherlands/Arcadis NV,$250,$250,$0,2018
ArcelorMittal USA,Luxembourg/ArcelorMittal,"$54,500","$25,500","$29,000",2018
Arch Capital Group (US),UK/Arch Capital Group,"$11,500","$4,000","$7,500",2018
Arkema Inc,France/Arkema,"$58,500","$26,000","$32,500",2018
Ash Grove (CRH Plc),Ireland/CRH PLC,"$44,500",$0,"$44,500",2018
Ashta Chemicals,Mexico/Bigshire Mexico,$0,$0,$0,2018
Ashton Woods Corp,Canada/Great Gulf Group,"$2,500",$0,"$2,500",2018
Assured Guaranty Municipal Corp (Assured Guaranty Corp),UK/Assured Guaranty Ltd,"$2,700",$0,"$2,700",2018
Astellas US,Japan/Astellas Pharma,"$185,700","$75,000","$110,700",2018
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,"$358,500","$136,500","$222,000",2018
Atkins North America,UK/SNC-Lavalin,"$9,000",$0,"$9,000",2018
Austal USA (Austal Ltd),Australia/Austal Ltd,"$45,600","$11,100","$34,500",2018
Avangrid Inc (Iberdrola SA),Spain/Iberdrola SA,"$109,500","$65,000","$41,000",2018
AXA Equitable Life Insurance (AXA),France/AXA,"$119,500","$38,500","$81,000",2018
Bacardi USA,UK/Bacardi Ltd,"$46,000","$20,500","$24,500",2018
BAE Systems (BAE Systems),UK/BAE Systems,"$611,500","$229,000","$378,500",2018
Barclays Group US,UK/Barclays plc,"$208,238","$80,500","$124,738",2018
Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$63,000","$31,000","$32,000",2018
BASF Corp,Germany/BASF SE,"$638,875","$301,625","$337,250",2018
Bayer Corp (Bayer AG),Germany/Bayer AG,"$278,000","$86,500","$191,500",2018
BBVA Compass,Spain/Banco Bilbao Vizcaya Argentaria,"$250,500","$69,500","$181,000",2018
Beam Suntory (Suntory Holdings),Japan/Suntory Holdings,"$29,070","$4,000","$25,070",2018
BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,$0,$0,$0,2018
BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,"$106,984","$42,500","$64,484",2018
BMO Harris Bank (Bank of Montreal),Canada/Bank of Montreal,"$61,765","$38,460","$23,305",2018
Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,"$123,500","$61,500","$62,000",2018
Bombardier Transportation USA (Bombardier Inc),Canada/Bombardier Inc,"$40,500","$20,500","$20,000",2018
BP North America,UK/BP PLC,"$348,500","$117,000","$231,500",2018
Bridgestone Americas,Japan/Bridgestone Corp,"$28,000","$6,000","$22,000",2018
Brightspring Health Services (Onex Corp),Canada/Onex Corp,"$9,950","$2,700","$7,250",2018
Bumble Bee Foods,UK/Lion Capital,"$8,000","$2,000","$6,000",2018
Buzzi Unicem USA (Buzzi Unicem SpA),Italy/Buzzi Unicem SpA,$0,$0,$0,2018
CalPortland Co,Japan/Taiheiyo Cement Co,"$103,500","$6,000","$97,500",2018
Cardtronics Inc,UK/Cardtronics Plc,"$2,500",$0,"$2,500",2018
Carmeuse Lime,Netherlands/Carmeuse SA,$0,$0,$0,2018
Case New Holland,Netherlands/CNH Industrial,"$92,000","$8,000","$84,000",2018
CEMEX Inc,Mexico/CEMEX SAB de CV,"$279,000","$47,000","$232,000",2018
CGI Technologies & Solutions,Canada/CGI Group,"$44,500","$20,500","$24,000",2018
Chicago Bridge & Iron (McDermott International),Panama/McDermott International,"$91,500","$24,500","$67,000",2018
Chubb Group of Insurance Companies,Switzerland/Chubb Ltd,"$205,000","$79,000","$126,000",2018
CIBC Bancorp,Canada/Canadian Imperial Bank of Commerce,"$2,000",$0,"$2,000",2018
Cirrus Aircraft Corp,China/Aviation Industry Corp of China,"$6,000","$2,000","$4,000",2018
CMOC Mining USA (China Molybdenum Co),China/China Molybdenum Co,"$1,500",$0,"$1,500",2018
Cobham Management Services,UK/Cobham PLC,"$176,500","$57,500","$119,000",2018
Columbia Pipeline Group (TransCanada Corp),Canada/TransCanada Corp,$500,"$3,500","-$3,000",2018
Commonwealth-Altadis (Imperial Brands),UK/Imperial Tobacco Group,$0,$0,$0,2018
Continental Automotive Systems (Continental AG),Germany/Continental AG,"$122,000","$47,500","$74,500",2018
Covestro LLC (Covestro AG),Germany/Covestro AG,"$35,000","$9,500","$25,500",2018
Credit Suisse Securities,Switzerland/Credit Suisse Group,"$364,000","$187,500","$176,500",2018
CRH Americas (CRH PLC),Ireland/CRH PLC,"$468,750","$149,000","$319,750",2018
CSL Behring,Australia/CSL Ltd,"$83,500","$23,000","$60,500",2018
Daiichi Sankyo Inc,Japan/Daiichi Sanyko,"$75,500","$30,000","$45,500",2018
Daimler Trucks North America (Daimler AG),Germany/Daimler AG,"$4,000","$2,000","$2,000",2018
Delhaize America,Belgium/Ahold Delhaize,"$20,750","$6,250","$12,000",2018
Deutsche Bank Securities,Germany/Deutsche Bank AG,"$16,500","$5,000","$11,500",2018
DHL (Deutsche Post AG),Germany/Deutsche Post AG,$0,$0,$0,2018
Diageo North America (Diageo PLC),UK/Diageo PLC,"$58,085","$32,821","$25,264",2018
Direct Energy Inc,UK/Centrica Plc,"$33,500","$9,000","$24,500",2018
Eaton Corp (Eaton Corp),Ireland/Eaton Plc,"$58,000","$9,000","$49,000",2018
EDF Renewables (EDF Group),France/EDF Group,"$34,000","$11,500","$22,500",2018
EDP Renewables NA,Portugal/EDP - Energias de Portugal,"$21,500","$8,500","$11,500",2018
Eisai Inc,Japan/Eisai Co Ltd,"$29,000","$13,000","$16,000",2018
Elbit Systems of America,Israel/Elbit Systems Ltd,"$79,500","$13,500","$66,000",2018
Elekta Inc (Elekta AB),Sweden/Elekta AB,"$48,000","$23,500","$24,500",2018
