name,sale,lot,position,dealer,year,origin_author,origin_cat,school_pntg,diff_origin,logprice,price,count,subject,authorstandard,artistliving,authorstyle,author,winningbidder,winningbiddertype,endbuyer,Interm,type_intermed,Height_in,Width_in,Surface_Rect,Diam_in,Surface_Rnd,Shape,Surface,material,mat,materialCat,quantity,nfigures,engraved,original,prevcoll,othartist,paired,figures,finished,lrgfont,relig,landsALL,lands_sc,lands_elem,lands_figs,lands_ment,arch,mytho,peasant,othgenre,singlefig,portrait,still_life,discauth,history,allegory,pastorale,other
R1776-57,R1776,57,0.172205438,R,1776,D/FL,D/FL,D/FL,0,6.396929655,600.0,1,Adoration des Mages,"Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Feuillet for Stroganoff, Alexandre comte de",DC,C,1,D,3.75,5.25,19.6875,,,squ_rect,19.6875,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-58a,R1776,58,0.175226586,R,1776,D/FL,D/FL,D/FL,0,5.886104031,360.0,1,"(2) terrein bord de mer, figures, bateaux ? Forteresse, fabriques, figures","Breughel I the Elder (J), Jan; Breenbergh, Bartholomeus",0,n/a,Breughel de Velours & Bartholomé,"Basan, Pierre-François",D,D,0,,4.25,5.5,23.375,,,squ_rect,23.375,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-58b,R1776,58,0.175226586,R,1776,D/FL,D/FL,D/FL,0,5.886104031,360.0,1,"(2) terrein bord de mer, figures, bateaux ? Forteresse, fabriques, figures","Breughel I the Elder (J), Jan; Breenbergh, Bartholomeus",0,n/a,Breughel de Velours & Bartholomé,"Basan, Pierre-François",D,D,0,,4.25,5.5,23.375,,,squ_rect,23.375,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-59a,R1776,59,0.178247734,R,1776,D/FL,D/FL,D/FL,0,5.043425117,155.0,1,(2) paysages et maisons bordant des canaux,"Breughel I the Elder (J), Jan; Gysels, Pieter",0,n/a,Breughel de Velours & Pierre Gysen,"Watteville, Maximilien-Emmanuel, comte de",C,C,0,,9,11,99,,,squ_rect,99,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-59b,R1776,59,0.178247734,R,1776,D/FL,D/FL,D/FL,0,5.043425117,155.0,1,(2) paysages et maisons bordant des canaux,"Breughel I the Elder (J), Jan; Gysels, Pieter",0,n/a,Breughel de Velours & Pierre Gysen,"Watteville, Maximilien-Emmanuel, comte de",C,C,0,,9,11,99,,,squ_rect,99,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-60a,R1776,60,0.181268882,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,"(2) ancien temple en bord de mer, figures?paysage, moulins, figures","Breughel I the Elder (J), Jan; Uden, Lucas van",0,n/a,Breughel de Velours & Van Uden,Destouches,D,D,0,,6.5,9,58.5,,,squ_rect,58.5,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-60b,R1776,60,0.181268882,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,"(2) ancien temple en bord de mer, figures?paysage, moulins, figures","Breughel I the Elder (J), Jan; Uden, Lucas van",0,n/a,Breughel de Velours & Van Uden,Destouches,D,D,0,,6.5,9,58.5,,,squ_rect,58.5,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-61a,R1776,61,0.18429003,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,"(2) Paysages, maisons, animaux, figures","Breughel I the Elder (J), Jan",0,n/a,Breughel de Velours,"Chariot, Antoine-Claude for Dazincourt, Joseph-Jean-Baptiste Albouy",DC,C,1,D,2.25,9.75,21.9375,,,squ_rect,21.9375,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-61b,R1776,61,0.18429003,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,"(2) Paysages, maisons, animaux, figures","Breughel I the Elder (J), Jan",0,n/a,Breughel de Velours,"Chariot, Antoine-Claude for Dazincourt, Joseph-Jean-Baptiste Albouy",DC,C,1,D,2.25,9.75,21.9375,,,squ_rect,21.9375,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-62,R1776,62,0.187311178,R,1776,D/FL,D/FL,D/FL,0,5.192956851,180.0,1,"Paysage, figures et animaux","Breughel I the Elder (J), Jan",0,n/a,Breughel de Velours,Joullain Family,D,D,0,,3.33,5.5,18.315,,,squ_rect,18.315,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-63,R1776,63,0.190332326,R,1776,D/FL,D/FL,D/FL,0,7.244227516,"1,400.0",1,Paysage avec baptême du Christ,"Keirinckx, Alexander; Poelenberch, Cornelis van",0,n/a,Alexandre Kierings et Cornille Poelenburg,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,19.5,29,565.5,,,squ_rect,565.5,cuivre,c,copper,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-64,R1776,64,0.193353474,R,1776,D/FL,D/FL,D/FL,0,5.560681631,260.0,1,L'hiver,"Uden, Lucas van; Teniers II the Younger, David",0,n/a,Lucas Van Uden et David téniers,"Basan, Pierre-François",D,D,0,,15,22,330,,,squ_rect,330,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-65a,R1776,65,0.196374622,R,1776,D/FL,D/FL,D/FL,0,5.195730778,180.5,1,(2) Paysages avec figures,"Uden, Lucas van",0,n/a,Van Uden,Loridon,U,U,0,,7,9,63,,,squ_rect,63,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-65b,R1776,65,0.196374622,R,1776,D/FL,D/FL,D/FL,0,5.195730778,180.5,1,(2) Paysages avec figures,"Uden, Lucas van",0,n/a,Van Uden,Loridon,U,U,0,,7,9,63,,,squ_rect,63,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-66,R1776,66,0.19939577,R,1776,D/FL,D/FL,D/FL,0,6.802394763,900.0,1,Joueur de luth vu de 3/4,"Dyck, Sir Anthony van",0,n/a,Antoine Van Dyck,Feuillet,D,D,0,,36,29,1044,,,squ_rect,1044,toile,t,canvas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1776-67,R1776,67,0.202416918,R,1776,D/FL,D/FL,D/FL,0,5.560681631,260.0,1,Diane au bain,"Vertangen, Daniel",0,n/a,Daniel Vertanghen,Rousseau de la Goypiere,C,C,0,,7,8.5,59.5,,,squ_rect,59.5,cuivre,c,copper,1,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1776-68,R1776,68,0.205438066,R,1776,D/FL,D/FL,D/FL,0,4.290459441,73.0,1,Fruits sur table tapis bleu,"Heem (JD), Jan Davidszoon de",0,n/a,Jean de Heem,Chapman,U,U,0,,12,9,108,,,squ_rect,108,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R1776-69,R1776,69,0.208459215,R,1776,D/FL,D/FL,D/FL,0,9.525151112,"13,700.0",1,Vertumne et Pomone,"Rijn, Rembrandt Harmenszoon van",0,n/a,Rembrandt,"Radel for Stormond, Lord",DC,C,1,D,45,34,1530,,,squ_rect,1530,toile,t,canvas,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1776-70,R1776,70,0.211480363,R,1776,D/FL,D/FL,D/FL,0,8.699514748,"6,000.0",1,La Crasseuse,"Rijn, Rembrandt Harmenszoon van",0,n/a,Rembrandt,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,30,23.75,712.5,,,squ_rect,712.5,toile,t,canvas,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
R1776-71,R1776,71,0.214501511,R,1776,D/FL,D/FL,D/FL,0,6.522092798,680.0,1,La Belle jardinière,"Rijn, Rembrandt Harmenszoon van",0,n/a,Rembrandt,"Hersant Destouches, Alexandre-Louis",C,C,0,,30,23.75,712.5,,,squ_rect,712.5,toile,t,canvas,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1776-72a,R1776,72,0.217522659,R,1776,D/FL,D/FL,D/FL,0,7.576097341,"1,951.0",1,"(2) Femme lisant une lettre, tapis Turquie / femme ecrit + suivante","ter Borch II, Gerard",0,n/a,Gerard Terburg,"Langlier, Jacques for Poullain, Antoine",DC,C,1,D,16,12,192,,,squ_rect,192,toile collée sur bois,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-72b,R1776,72,0.217522659,R,1776,D/FL,D/FL,D/FL,0,7.576097341,"1,951.0",1,"(2) Femme lisant une lettre, tapis Turquie / femme ecrit + suivante","ter Borch II, Gerard",0,n/a,Gerard Terburg,"Langlier, Jacques for Poullain, Antoine",DC,C,1,D,16,12,192,,,squ_rect,192,toile collée sur bois,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-73a,R1776,73,0.220543807,R,1776,D/FL,D/FL,D/FL,0,7.313220387,"1,500.0",1,"(2) Femme, srvante, aiguiere / cordonnier dans sa boutique","ter Borch II, Gerard",0,n/a,Gerard Terburg,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,17,12.5,212.5,,,squ_rect,212.5,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-73b,R1776,73,0.220543807,R,1776,D/FL,D/FL,D/FL,0,7.313220387,"1,500.0",1,"(2) Femme, srvante, aiguiere / cordonnier dans sa boutique","ter Borch II, Gerard",0,n/a,Gerard Terburg,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,17,12.5,212.5,,,squ_rect,212.5,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-74a,R1776,74,0.223564955,R,1776,D/FL,D/FL,D/FL,0,5.541263545,255.0,1,(2) Vues du rhin,"Saftleven II (H), Herman",0,n/a,Herman Zacht-Leeven,Joullain Family,D,D,0,,8,10,80,,,squ_rect,80,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-74b,R1776,74,0.223564955,R,1776,D/FL,D/FL,D/FL,0,5.541263545,255.0,1,(2) Vues du rhin,"Saftleven II (H), Herman",0,n/a,Herman Zacht-Leeven,Joullain Family,D,D,0,,8,10,80,,,squ_rect,80,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-75,R1776,75,0.226586103,R,1776,D/FL,D/FL,D/FL,0,8.229511119,"3,750.0",1,"Terrein sablonneux, arbres, vaches","Velde (A), Adriaen van de",0,n/a,Adrien Vanden Veld,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,31,39,1209,,,squ_rect,1209,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-76,R1776,76,0.229607251,R,1776,D/FL,D/FL,D/FL,0,7.103322063,"1,216.0",1,"Terrein sablonneux, homme à cheval, chien","Wouwerman, Philips",0,n/a,Philippe Wouwermans,"Paillet, Alexandre-Joseph",D,D,0,,17,15,255,,,squ_rect,255,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-77,R1776,77,0.232628399,R,1776,D/FL,D/FL,D/FL,0,7.313886832,"1,501.0",1,"Paysage avec arbres et riviere, berger","Wijnants, Jan; Velde (A), Adriaen van de",0,n/a,Wynants et Adrien Vanden Veld,Fournel,D,D,0,,11,14.5,159.5,,,squ_rect,159.5,toile,t,canvas,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-78,R1776,78,0.235649547,R,1776,D/FL,D/FL,D/FL,0,6.715383386,825.0,1,"Paysage avec rochers, srbres, femme et enfant","Wijnants, Jan; Lingelbach, Johannes",0,n/a,Wynants et Linguelbac,Joullain Family,D,D,0,,11,13.5,148.5,,,squ_rect,148.5,toile collée sur bois,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-79,R1776,79,0.238670695,R,1776,D/FL,D/FL,D/FL,0,6.802394763,900.0,1,Paysage avec chasseurs,"Wijnants, Jan; Wouwerman, Philips",0,n/a,Wynants et Wouwermans,"Basan, Pierre-François for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,10,13.75,137.5,,,squ_rect,137.5,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-80a,R1776,80,0.241691843,R,1776,D/FL,D/FL,D/FL,0,6.003887067,405.0,1,(2) Paysages,"Wijnants, Jan",0,n/a,Wynants,"Basan, Pierre-François",D,D,0,,9.5,7,66.5,,,squ_rect,66.5,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-80b,R1776,80,0.241691843,R,1776,D/FL,D/FL,D/FL,0,6.003887067,405.0,1,(2) Paysages,"Wijnants, Jan",0,n/a,Wynants,"Basan, Pierre-François",D,D,0,,9.5,7,66.5,,,squ_rect,66.5,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-81,R1776,81,0.244712991,R,1776,D/FL,D/FL,D/FL,0,10.27505111,"29,000.0",1,L'enfant  prodigue (autop.) dans paysage,"Teniers II the Younger, David",0,n/a,David Teniers,"Chariot, Antoine-Claude for Blondel d'Azincourt, Berthélémy-Augustin",DC,C,1,D,25,32.75,818.75,,,squ_rect,818.75,cuivre,c,copper,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-82,R1776,82,0.247734139,R,1776,D/FL,D/FL,D/FL,0,9.305650552,"11,000.0",1,"Fête de village, 50 figures","Teniers II the Younger, David",0,n/a,David Teniers,"Langlier, Jacques for Poullain, Antoine",DC,C,1,D,30,39,1170,,,squ_rect,1170,toile,t,canvas,1,50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-83,R1776,83,0.250755287,R,1776,D/FL,D/FL,D/FL,0,8.480529207,"4,820.0",1,Les Pecheurs,"Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent for Stroganoff, comte",DC,C,1,D,20,17,340,,,squ_rect,340,toile,t,canvas,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-84a,R1776,84,0.253776435,R,1776,D/FL,D/FL,D/FL,0,7.498315871,"1,805.0",1,"(2) Chaumieres, joueurs quilles ? Cour d'auberge, 8 hommes","Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent",D,D,0,,9.75,13.25,129.1875,,,squ_rect,129.1875,bois,b,wood,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-84b,R1776,84,0.253776435,R,1776,D/FL,D/FL,D/FL,0,7.498315871,"1,805.0",1,"(2) Chaumieres, joueurs quilles ? Cour d'auberge, 8 hommes","Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent",D,D,0,,9.75,13.25,129.1875,,,squ_rect,129.1875,bois,b,wood,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-85,R1776,85,0.256797583,R,1776,D/FL,D/FL,D/FL,0,7.785305183,"2,405.0",1,Un village,"Teniers II the Younger, David",0,n/a,David Teniers,"Chariot, Antoine-Claude for Stormond, Lord",DC,C,1,D,10,13.5,135,,,squ_rect,135,,,,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-86a,R1776,86,0.259818731,R,1776,D/FL,D/FL,D/FL,0,6.620073207,750.0,1,(2) Chasseur et son valet / Paysan et paysanne,"Teniers II the Younger, David",0,n/a,David Teniers,"Sollier, Claude-Florentin",D,D,0,,25,17,425,,,squ_rect,425,toile,t,canvas,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-86b,R1776,86,0.259818731,R,1776,D/FL,D/FL,D/FL,0,6.620073207,750.0,1,(2) Chasseur et son valet / Paysan et paysanne,"Teniers II the Younger, David",0,n/a,David Teniers,"Sollier, Claude-Florentin",D,D,0,,25,17,425,,,squ_rect,425,toile,t,canvas,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-87a,R1776,87,0.262839879,R,1776,D/FL,D/FL,D/FL,0,6.907755279,"1,000.0",1,"(2) Berger, moutons, vaches/Berger, vache, moutons","Teniers II the Younger, David",0,n/a,David Teniers,Joullain Family,D,D,0,,15.75,11.5,181.125,,,squ_rect,181.125,toile,t,canvas,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-87b,R1776,87,0.262839879,R,1776,D/FL,D/FL,D/FL,0,6.907755279,"1,000.0",1,"(2) Berger, moutons, vaches/Berger, vache, moutons","Teniers II the Younger, David",0,n/a,David Teniers,Joullain Family,D,D,0,,15.75,11.5,181.125,,,squ_rect,181.125,toile,t,canvas,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-88,R1776,88,0.265861027,R,1776,D/FL,D/FL,D/FL,0,7.051855623,"1,155.0",1,"La femme jalouse. Femme, vieillard, autre femmeà une croisée","Teniers II the Younger, David",0,n/a,David Teniers,"Rémy, Pierre for Beaujon, Nicolas de",EC,C,1,E,12,9,108,,,squ_rect,108,bois (ovale),b,wood,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-89,R1776,89,0.268882175,R,1776,D/FL,D/FL,D/FL,0,6.961296046,"1,055.0",1,"Cuisine avec femme, 2 enfants, vieillard","Teniers II the Younger, David",0,n/a,David Teniers,Joullain Family,D,D,0,,9,13.75,123.75,,,squ_rect,123.75,bois,b,wood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-90,R1776,90,0.271903323,R,1776,D/FL,D/FL,D/FL,0,7.43838353,"1,700.0",1,Neptune et Amphytrite sur un char PASTICHE DE RUBENS,"Teniers II the Younger, David",0,n/a,David Teniers,Rousseau de la Goypiere,C,C,0,,10.25,13.25,135.8125,,,squ_rect,135.8125,cuivre,c,copper,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1776-91,R1776,91,0.274924471,R,1776,D/FL,D/FL,D/FL,0,7.60090246,"2,000.0",1,"maisons, arbres, hommes a table, cabaret","Teniers II the Younger, David",0,n/a,David Teniers,"Langlier, Jacques",D,D,0,,48,66,3168,,,squ_rect,3168,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-92,R1776,92,0.277945619,R,1776,D/FL,D/FL,D/FL,0,6.214608098,500.0,1,"blanchisseuses, bohémiens dans les rochers","Teniers II the Younger, David",0,n/a,David Teniers,Joullain Family,D,D,0,,21,28,588,,,squ_rect,588,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R1776-93,R1776,93,0.280966767,R,1776,D/FL,D/FL,D/FL,0,6.131226489,460.0,1,tabagie,"Teniers II the Younger, David",0,n/a,David Teniers,"Mercier, Charles-André",D,D,0,,5.75,8,46,,,squ_rect,46,bois,b,wood,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-94a,R1776,94,0.283987915,R,1776,D/FL,D/FL,D/FL,0,6.423246964,616.0,1,(2)  paysage et jours de boules?buveurs a table,"Teniers II the Younger, David",0,n/a,David Teniers,Quenet,D,D,0,,6,8,48,,,squ_rect,48,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-94b,R1776,94,0.283987915,R,1776,D/FL,D/FL,D/FL,0,6.423246964,616.0,1,(2)  paysage et jours de boules?buveurs a table,"Teniers II the Younger, David",0,n/a,David Teniers,Quenet,D,D,0,,6,8,48,,,squ_rect,48,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-95a,R1776,95,0.287009063,R,1776,D/FL,D/FL,D/FL,0,6.109247583,450.0,1,(2) paysage / marine avec figures,"Teniers II the Younger, David",0,n/a,David Teniers,"Paillet, Alexandre-Joseph",D,D,0,,5,7,35,,,squ_rect,35,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-95b,R1776,95,0.287009063,R,1776,D/FL,D/FL,D/FL,0,6.109247583,450.0,1,(2) paysage / marine avec figures,"Teniers II the Younger, David",0,n/a,David Teniers,"Paillet, Alexandre-Joseph",D,D,0,,5,7,35,,,squ_rect,35,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-96a,R1776,96,0.290030211,R,1776,D/FL,D/FL,D/FL,0,5.940171253,380.0,1,(2) paysages sur bois,"Teniers II the Younger, David",0,n/a,David Teniers,Dubois,D,D,0,,4.75,6.75,32.0625,,,squ_rect,32.0625,bois (ovales),b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-96b,R1776,96,0.290030211,R,1776,D/FL,D/FL,D/FL,0,5.940171253,380.0,1,(2) paysages sur bois,"Teniers II the Younger, David",0,n/a,David Teniers,Dubois,D,D,0,,4.75,6.75,32.0625,,,squ_rect,32.0625,bois (ovales),b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1776-97,R1776,97,0.29305136,R,1776,D/FL,D/FL,D/FL,0,6.336825731,565.0,1,Diseuse de bonne aventure et bohémiennes,"Teniers II the Younger, David",0,n/a,David Teniers,Destouches,D,D,0,,6.5,8,52,,,squ_rect,52,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1776-98a,R1776,98,0.296072508,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,(4) les Saisons,"Teniers II the Younger, David",0,n/a,David Teniers,"Roy, de (Bruxelles) for Stormond, Lord",DC,C,1,D,6.75,4.5,30.375,,,squ_rect,30.375,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-98b,R1776,98,0.296072508,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,(4) les Saisons,"Teniers II the Younger, David",0,n/a,David Teniers,"Roy, de (Bruxelles) for Stormond, Lord",DC,C,1,D,6.75,4.5,30.375,,,squ_rect,30.375,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-98c,R1776,98,0.296072508,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,(4) les Saisons,"Teniers II the Younger, David",0,n/a,David Teniers,"Roy, de (Bruxelles) for Stormond, Lord",DC,C,1,D,6.75,4.5,30.375,,,squ_rect,30.375,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-98d,R1776,98,0.296072508,R,1776,D/FL,D/FL,D/FL,0,5.521460918,250.0,1,(4) les Saisons,"Teniers II the Younger, David",0,n/a,David Teniers,"Roy, de (Bruxelles) for Stormond, Lord",DC,C,1,D,6.75,4.5,30.375,,,squ_rect,30.375,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-99,R1776,99,0.299093656,R,1776,D/FL,D/FL,D/FL,0,5.707110265,301.0,1,La Folie : homme avec marotte,"Teniers II the Younger, David",0,n/a,David Teniers,"Hersant Destouches, Alexandre-Louis",C,C,0,,11.25,9.25,104.0625,,,squ_rect,104.0625,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-100a,R1776,100,0.302114804,R,1776,D/FL,D/FL,D/FL,0,6.18929029,487.5,1,(2)  Joueur de vielle / homme avec baton sur l'epaule,"Teniers II the Younger, David",0,n/a,David Teniers,"Paillet, Alexandre-Joseph",D,D,0,,12,9,108,,,squ_rect,108,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-100b,R1776,100,0.302114804,R,1776,D/FL,D/FL,D/FL,0,6.18929029,487.5,1,(2)  Joueur de vielle / homme avec baton sur l'epaule,"Teniers II the Younger, David",0,n/a,David Teniers,"Paillet, Alexandre-Joseph",D,D,0,,12,9,108,,,squ_rect,108,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-101,R1776,101,0.305135952,R,1776,D/FL,D/FL,D/FL,0,5.857933154,350.0,1,Corps de garde de singes,"Teniers II the Younger, David",0,n/a,David Teniers,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,9,7.75,69.75,,,squ_rect,69.75,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1776-102,R1776,102,0.3081571,R,1776,D/FL,D/FL,D/FL,0,8.366370302,"4,300.0",1,"Vue de village, beaucoup de figures","Ostade (A), Adriaen van",0,n/a,Adrien Van Ostade,Feuillet,D,D,0,,9.5,12,114,,,squ_rect,114,bois,b,wood,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
